name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,Unnamed: 0,Brand,Model.Number,Price,Photo,Engine.Type,Body.Type,Fuel.Type,Gearbox.Type,Power.hp,Displacement.l,Torque.lbft,Cylinders,Drivetrain,MPG.City,MPG.Highway,Seats,Doors,Height.in,Length.in,Width.in,Wheelbase.in,Clearance.in,Air.Conditioner,Heater,AntiLock.Braking.System,Central.Locking,Power.Steering,Power.Windows,Leather.Seats,Anti.Lock.Braking,Brake.Assist,Central.Locking.1,Power.Door.Locks,Child.Safety.Locks,Night.Rear.View.Mirror,Rear.Seat.Belts,Door.Ajar.Warning,Adjustable.Seats,Crash.Sensor,Engine.Check.Warning,Rear.Camera,Anti.Theft.Device,Touch.Screen,Audio.System.Remote.Control,Speakers.Front...back,Bluetooth.Connectivity,USB...Auxiliary.Input,Adjustable.Steering.Column,Height.Adjustable.Driving.Seat,Digital.Clock,Smoke.Headlamps,Electric.Folding.Rear.View.Mirror,Automatic.Climate.Control,Low.Fuel.Warning.Light,Parking.Sensors,Bottle.Holder,Voice.Control,Seat.Belt.Warning,Vehicle.Stability.Control.System,Engine.Immobilizer,Rear.Reading.Lamp,Radio,Outside.Temperature.Display,Fog.Lights.Front...Back,Centrally.Mounted.Fuel.Tank,CD.Player,DVD.Player,Electric.Adjustable.Seats,Keyless.Entry,Tyre.Pressure.Monitor,Smart.Access.Card.Entry,Xenon.Headlamps,Halogen.Headlamps,Removable.Convertible.Top,Cassette.Player
,,,,,,,,,,,,,687.0,Porsche,Panamera Turbo S E-Hybrid Executive 2023,206800.0,https://www.ccarprice.com/products/Porsche_Panamera_Turbo_S_E_Hybrid_Executive_2023.jpg,4.0L Twin-Turbo V8 Plug-in Hybrid,Hatchback,Hybrid,Automatic,690.0,4.0,641.0,8.0,all,19.0,23.0,4.0,4.0,56.4,204.7,76.3,122.0,5.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,
,,,,,,,,,,,,,688.0,Porsche,Panamera Turbo S E-Hybrid Executive 2022,200200.0,https://www.ccarprice.com/products/Porsche_Panamera_Turbo_S_E-Hybrid_Executive_2022.jpg,4.0L Twin-Turbo V8 Plug-in Hybrid,Hatchback,Hybrid,Automatic,690.0,4.0,641.0,8.0,all,,,4.0,4.0,56.4,204.7,76.3,122.0,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,,Yes,,,Yes,,Yes,,,,,
,,,,,,,,,,,,,689.0,Porsche,Taycan 4S Sports Turismo 2022,117250.0,https://www.ccarprice.com/products/Porsche_Taycan_4S_Sports_Turismo_2022.jpg,Electric,Sedan,Electric,Automatic,523.0,,474.0,,all,0.0,0.0,4.0,4.0,54.8,195.3,77.4,114.2,4.9,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,
,,,,,,,,,,,,,690.0,Porsche,Taycan Plus Sports Turismo 2022,100640.0,https://www.ccarprice.com/products/Porsche_Taycan_Plus_Sports_Turismo_2022.jpg,Electric,Sedan,Electric,Automatic,469.0,,264.0,,rear,0.0,0.0,4.0,4.0,54.8,195.3,77.4,114.2,4.9,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,
,,,,,,,,,,,,,691.0,Porsche,Taycan 4S Plus Sports Turismo 2022,123280.0,https://www.ccarprice.com/products/Porsche_Taycan_4S_Plus_Sports_Turismo_2022.jpg,Electric,Sedan,Electric,Automatic,563.0,,481.0,,all,0.0,0.0,4.0,4.0,54.8,195.3,77.4,114.2,4.9,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,
,,,,,,,,,,,,,692.0,Porsche,Taycan Sports Turismo 2022,94400.0,https://www.ccarprice.com/products/Porsche_Taycan_Sports_Turismo_2022.jpg,Electric,Sedan,Electric,Automatic,402.0,,255.0,,rear,0.0,0.0,4.0,4.0,54.8,195.3,77.4,114.2,4.9,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,
,,,,,,,,,,,,,693.0,Porsche,Taycan Turbo Sport Turismo 2022,168041.0,https://www.ccarprice.com/products/Porsche_Taycan_Turbo_Sport_Turismo_2022.jpg,Electric,Sedan,Electric,Automatic,670.0,,629.0,,all,0.0,0.0,4.0,4.0,54.8,195.3,77.4,114.2,4.9,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,
,,,,,,,,,,,,,694.0,Porsche,Taycan Turbo S Sports Turismo 2022,204400.0,https://www.ccarprice.com/products/Porsche_Taycan_Turbo_S_Sports_Turismo_2022.jpg,Electric,Sedan,Electric,Automatic,750.0,,777.0,,all,0.0,0.0,4.0,4.0,54.8,195.3,77.4,114.2,4.9,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,
,,,,,,,,,,,,,695.0,Porsche,Taycan GTS Sports Turismo 2022,144920.0,https://www.ccarprice.com/products/Porsche_Taycan_GTS_Sports_Turismo_2022.jpg,Electric,Sedan,Electric,Automatic,590.0,,629.0,,all,0.0,0.0,4.0,4.0,54.8,195.3,77.4,114.2,4.9,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,
,,,,,,,,,,,,,696.0,Porsche,Taycan 4S Plus 2022,122240.0,https://www.ccarprice.com/products/Porsche_Taycan_4S_Plus_2022.jpg,Electric,Sedan,Electric,Automatic,563.0,,481.0,,all,0.0,0.0,4.0,4.0,54.8,195.3,77.4,114.2,4.9,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,
,,,,,,,,,,,,,697.0,Porsche,Taycan GTS 2022,143880.0,https://www.ccarprice.com/products/Porsche_Taycan_GTS_2022.jpg,Electric,Sedan,Electric,Automatic,590.0,,629.0,,all,0.0,0.0,4.0,4.0,54.8,195.3,77.4,114.2,4.9,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,
,,,,,,,,,,,,,698.0,Porsche,Taycan Plus 2022,99600.0,https://www.ccarprice.com/products/Porsche_Taycan_Plus_2022.jpg,Electric,Sedan,Electric,Automatic,469.0,,264.0,,rear,0.0,0.0,4.0,4.0,54.8,195.3,77.4,114.2,4.9,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,Yes,,,,,,,,
,,,,,,,,,,,,,699.0,Porsche,911 Carrera 4 2023,113400.0,https://www.ccarprice.com/products/Porsche_911_Carrera_4_2023_1.jpg,3.0-liter Twin-Turbo Flat 6 Gas,Coupe,Petrol,Automatic,379.0,3.0,331.0,6.0,all,18.0,24.0,4.0,2.0,51.2,177.9,72.9,96.5,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,Yes,Yes,,Yes,Yes,,Yes,,
,,,,,,,,,,,,,700.0,Porsche,Panamera GTS 2023,135200.0,https://www.ccarprice.com/products/Porsche_Panamera_GTS_2023_1.jpg,4.0L Twin-Turbo V8 Gas,Hatchback,Petrol,Automatic,473.0,4.0,457.0,8.0,all,15.0,21.0,4.0,4.0,55.8,199.0,78.2,116.1,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,,Yes,Yes,,Yes,,
,,,,,,,,,,,,,701.0,Porsche,Panamera Turbo S Executive 2023,196800.0,https://www.ccarprice.com/products/Porsche_Panamera_Turbo_S_Executive_2023.jpg,4.0L Twin-Turbo V8 Gas,Hatchback,Petrol,Automatic,620.0,4.0,604.0,8.0,all,15.0,21.0,4.0,4.0,56.2,204.7,78.2,122.0,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,,Yes,,,Yes,,Yes,,,,,
,,,,,,,,,,,,,702.0,Porsche,Panamera Turbo S 2023,186400.0,https://www.ccarprice.com/products/Porsche_Panamera_Turbo_S_2023.jpg,4.0L Twin-Turbo V8 Gas,Hatchback,Petrol,Automatic,620.0,4.0,604.0,8.0,all,,,4.0,4.0,56.0,198.8,78.2,116.1,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,,Yes,,,Yes,,Yes,,,,,
,,,,,,,,,,,,,703.0,Porsche,Panamera 4S E-Hybrid 2023,119200.0,https://www.ccarprice.com/products/Porsche_Panamera_4S_E-Hybrid_2023.jpg,2.9L Twin-Turbo V6 Plug-in Hybrid,Hatchback,Hybrid,Automatic,455.0,2.9,553.0,6.0,all,,,5.0,4.0,56.0,198.8,78.2,116.1,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,,Yes,,,Yes,,Yes,,,,,
,,,,,,,,,,,,,704.0,Porsche,Panamera 4S E-Hybrid 2022,114700.0,https://www.ccarprice.com/products/Porsche_Panamera_4S_E-Hybrid_2022.jpg,2.9L Twin-Turbo V6 Plug-in Hybrid,Hatchback,Hybrid,Automatic,455.0,2.9,553.0,6.0,all,,,5.0,4.0,56.0,198.8,78.2,116.1,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,,Yes,,,Yes,,Yes,,,,,
,,,,,,,,,,,,,705.0,Porsche,Panamera 4 E-Hybrid Executive 2023,113500.0,https://www.ccarprice.com/products/Porsche_Panamera_4_E-Hybrid_Executive_2023.jpg,2.9L Twin-Turbo V6 Plug-in Hybrid,Hatchback,Hybrid,Automatic,455.0,2.9,516.0,6.0,all,,,4.0,4.0,56.2,204.7,76.3,122.0,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,,Yes,,,Yes,,Yes,,,,,
,,,,,,,,,,,,,706.0,Porsche,Panamera 4 E-Hybrid Executive 2022,109500.0,https://www.ccarprice.com/products/Porsche_Panamera_4_E-Hybrid_Executive_2022.jpg,2.9L Twin-Turbo V6 Plug-in Hybrid,Hatchback,Hybrid,Automatic,455.0,2.9,516.0,6.0,all,,,4.0,4.0,56.2,204.7,76.3,122.0,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,,Yes,,,Yes,,Yes,,,,,
,,,,,,,,,,,,,707.0,Porsche,Panamera 4 E-Hybrid 2023,109000.0,https://www.ccarprice.com/products/Porsche_Panamera_4_E-Hybrid_2023_1.jpg,2.9L Twin-Turbo V6 Plug-in Hybrid,Hatchback,Hybrid,Automatic,455.0,2.9,516.0,6.0,all,,,4.0,4.0,56.1,198.8,76.3,116.1,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,,Yes,,,Yes,,Yes,,,,,
,,,,,,,,,,,,,708.0,Porsche,Cayenne Turbo S E-Hybrid 2023,171300.0,https://www.ccarprice.com/products/Porsche_Cayenne_Turbo_S_E-Hybrid_2023.jpg,4.0L Twin-Turbo V8 Plug-in Hybrid,SUV,Hybrid,Automatic,670.0,4.0,663.0,8.0,all,42.0,42.0,4.0,4.0,65.9,194.0,78.1,114.0,7.4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,Yes,Yes,,,,,
,,,,,,,,,,,,,709.0,Porsche,Panamera Turbo S Sport Turismo 2023,190400.0,https://www.ccarprice.com/products/Porsche_Panamera_Turbo_S_Sport_Turismo_2023.jpg,4.0L Twin-Turbo V8 Gas,Wagon,Petrol,Automatic,620.0,4.0,604.0,8.0,all,15.0,21.0,5.0,4.0,56.4,198.8,78.2,116.1,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,,Yes,,Yes,Yes,,Yes,Yes,,,,
,,,,,,,,,,,,,710.0,Porsche,Panamera Turbo S Sport Turismo 2022,183800.0,https://www.ccarprice.com/products/Porsche_Panamera_Turbo_S_Sport_Turismo_2022.jpg,4.0L Twin-Turbo V8 Gas,Wagon,Petrol,Automatic,620.0,4.0,604.0,8.0,all,15.0,21.0,5.0,4.0,56.4,198.8,78.2,116.1,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,,Yes,,Yes,Yes,,Yes,Yes,,,,
,,,,,,,,,,,,,711.0,Porsche,Panamera Turbo S E-Hybrid 2023,196400.0,https://www.ccarprice.com/products/Porsche_Panamera_Turbo_S_E-Hybrid_2023.jpg,4.0L Twin-Turbo V8 Plug-in Hybrid,Hatchback,Hybrid,Automatic,690.0,4.0,641.0,8.0,all,,,4.0,4.0,56.2,198.8,76.3,116.1,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,,Yes,,,Yes,,Yes,,,,,
,,,,,,,,,,,,,712.0,Porsche,Panamera Turbo S E-Hybrid 2022,189800.0,https://www.ccarprice.com/products/Porsche_Panamera_Turbo_S_E-Hybrid_2022.jpg,4.0L Twin-Turbo V8 Plug-in Hybrid,Hatchback,Hybrid,Automatic,690.0,4.0,641.0,8.0,all,,,4.0,4.0,56.2,198.8,76.3,116.1,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,,Yes,,,Yes,,Yes,,,,,
,,,,,,,,,,,,,713.0,Porsche,Panamera GTS Sport Turismo 2023,141400.0,https://www.ccarprice.com/products/Porsche_Panamera_GTS_Sport_Turismo_2023.jpg,4.0L Twin-Turbo V8 Gas,Wagon,Petrol,Automatic,473.0,4.0,457.0,8.0,all,15.0,21.0,5.0,4.0,56.0,198.9,78.2,116.1,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,,Yes,Yes,,Yes,Yes,,Yes,,
,,,,,,,,,,,,,714.0,Porsche,Panamera GTS Sport Turismo 2022,136900.0,https://www.ccarprice.com/products/Porsche_Panamera_GTS_Sport_Turismo_2022_1.jpg,4.0L Twin-Turbo V8 Gas,Wagon,Petrol,Automatic,473.0,4.0,457.0,8.0,all,15.0,21.0,5.0,4.0,56.0,198.9,78.2,116.1,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,,Yes,Yes,,Yes,Yes,,Yes,,
,,,,,,,,,,,,,715.0,Porsche,911 Carrera GTS Cabriolet 2022,149500.0,https://www.ccarprice.com/products/Porsche_911_Carrera_GTS_Cabriolet_2022.jpg,3.0L Twin-Turbo Flat 6 Gas,Convertible,Petrol,Automatic,473.0,3.0,420.0,6.0,rear,,,4.0,2.0,50.8,178.5,72.9,96.5,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,Yes,Yes,,Yes,Yes,,Yes,,
,,,,,,,,,,,,,716.0,Porsche,911 Carrera S Cabriolet 2023,135800.0,https://www.ccarprice.com/products/Porsche_911_Carrera_S_Cabriolet_2023_2.jpg,3.0L Twin-Turbo Flat 6 Gas,Convertible,Petrol,Automatic,443.0,3.0,390.0,6.0,rear,18.0,23.0,4.0,2.0,51.1,177.9,72.9,96.5,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,Yes,Yes,,Yes,Yes,,Yes,,
,,,,,,,,,,,,,717.0,Porsche,911 Carrera S Cabriolet 2022,129900.0,https://www.ccarprice.com/products/Porsche_911_Carrera_S_Cabriolet_2022.jpg,3.0L Twin-Turbo Flat 6 Gas,Convertible,Petrol,Automatic,443.0,3.0,390.0,6.0,rear,18.0,23.0,4.0,2.0,51.1,177.9,72.9,96.5,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,Yes,Yes,,Yes,Yes,,Yes,,
,,,,,,,,,,,,,718.0,Porsche,911 Carrera 4 GTS 2023,149900.0,https://www.ccarprice.com/products/Porsche_911_Carrera_4_GTS_2023.jpg,3.0L Twin-Turbo Flat 6 Gas,Coupe,Petrol,Automatic,473.0,3.0,420.0,6.0,all,,,4.0,2.0,50.9,178.5,72.9,96.5,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,Yes,,Yes,Yes,,Yes,,
,,,,,,,,,,,,,719.0,Porsche,911 Carrera 4 GTS 2022,144000.0,https://www.ccarprice.com/products/Porsche_911_Carrera_4_GTS_2022.jpg,3.0L Twin-Turbo Flat 6 Gas,Coupe,Petrol,Automatic,473.0,3.0,420.0,6.0,all,,,4.0,2.0,50.9,178.5,72.9,96.5,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,Yes,Yes,,Yes,Yes,,Yes,,
,,,,,,,,,,,,,720.0,Porsche,Cayenne S 2023,97300.0,https://www.ccarprice.com/products/Porsche_Cayenne_S_2023.jpg,2.9L Twin-Turbo V6 Gas,SUV,Petrol,Automatic,434.0,2.9,405.0,6.0,all,16.0,22.0,5.0,4.0,66.8,193.7,78.1,114.0,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,Yes,,,Yes,,Yes,,,,Yes,
,,,,,,,,,,,,,721.0,Infiniti,QX60 SENSORY 2023,58600.0,https://www.ccarprice.com/products/Infiniti_QX60_SENSORY_2023.jpg,3.5L V6 Gas,SUV,Petrol,Automatic,295.0,3.5,270.0,6.0,front,21.0,26.0,7.0,4.0,69.7,198.2,78.0,114.2,6.7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,,Yes,Yes,,,,,,
,,,,,,,,,,,,,722.0,Infiniti,QX55 2023,47500.0,https://www.ccarprice.com/products/Infiniti_QX55_2023.jpg,2.0L Turbo Inline-4 Gas,SUV,Petrol,CVT,268.0,2.0,280.0,4.0,all,,,5.0,4.0,74.9,186.3,63.8,110.2,8.6,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,,,Yes,Yes,,Yes,,,,,,,,,,Yes,,,,,,,
,,,,,,,,,,,,,723.0,Infiniti,QX50 AUTOGRAPH 2023,57950.0,https://www.ccarprice.com/products/Infiniti_QX50_AUTOGRAPH_2023.jpg,2.0L Turbo Inline-4 Gas,SUV,Petrol,CVT,268.0,2.0,280.0,4.0,all,22.0,28.0,5.0,4.0,66.0,184.7,74.9,110.2,8.6,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,Yes,,,,,,
,,,,,,,,,,,,,724.0,Infiniti,QX50 AUTOGRAPH 2022,56950.0,https://www.ccarprice.com/products/Infiniti_QX50_AUTOGRAPH_2022.jpg,2.0L Turbo Inline-4 Gas,SUV,Petrol,CVT,268.0,2.0,280.0,4.0,all,22.0,28.0,5.0,4.0,66.0,184.7,74.9,110.2,8.6,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,Yes,,,,,,
,,,,,,,,,,,,,725.0,Infiniti,QX50 SENSORY AWD 2022,53500.0,https://www.ccarprice.com/products/Infiniti_QX50_SENSORY_AWD_2022.jpg,2.0L Turbo Inline-4 Gas,SUV,Petrol,CVT,268.0,2.0,280.0,4.0,all,22.0,28.0,5.0,4.0,66.0,184.7,74.9,110.2,8.6,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,Yes,,,,,,
